Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness,Reading_Time,Accuracy
foyers,W,6,"['Ġf', 'oy', 'ers']",2,0.5,661.04,0.7
fracas,W,6,"['Ġfra', 'c', 'as']",2,0.5,938.67,0.24
fraction,W,8,['Ġfraction'],0,0.88,605.81,0.97
fractions,W,9,"['Ġfract', 'ions']",1,0.78,582.59,0.98
fractious,W,9,"['Ġfract', 'ious']",1,0.78,750.41,0.58
fracture,W,8,['Ġfracture'],0,0.88,553.61,0.95
fractured,W,9,"['Ġfract', 'ured']",1,0.78,636.51,1.0
fractures,W,9,['Ġfractures'],0,0.89,630.58,0.97
fragile,W,7,"['Ġfrag', 'ile']",1,0.71,548.05,1.0
fragment,W,8,['Ġfragment'],0,0.88,589.39,1.0
fragments,W,9,['Ġfragments'],0,0.89,583.97,0.97
fragrance,W,9,"['Ġfrag', 'rance']",1,0.78,610.08,1.0
fragrant,W,8,"['Ġfrag', 'rant']",1,0.75,586.82,0.98
frail,W,5,"['Ġfra', 'il']",1,0.6,601.95,1.0
frailer,W,7,"['Ġfra', 'iler']",1,0.71,805.62,0.42
frailest,W,8,"['Ġfra', 'il', 'est']",2,0.62,685.33,0.85
frailties,W,9,"['Ġfra', 'ilt', 'ies']",2,0.67,846.88,0.5
frailty,W,7,"['Ġfra', 'ilty']",1,0.71,792.95,0.63
frame,W,5,['Ġframe'],0,0.8,544.28,1.0
framed,W,6,"['Ġfram', 'ed']",1,0.67,578.62,0.95
frames,W,6,"['Ġfram', 'es']",1,0.67,565.72,1.0
framework,W,9,['Ġframework'],0,0.89,566.64,1.0
frameworks,W,10,"['Ġfram', 'ew', 'orks']",2,0.7,630.27,0.89
framing,W,7,"['Ġfram', 'ing']",1,0.71,624.89,0.92
franc,W,5,"['Ġf', 'r', 'anc']",2,0.4,946.79,0.45
france,W,6,"['Ġf', 'rance']",1,0.67,628.51,0.92
franchise,W,9,"['Ġf', 'ranch', 'ise']",2,0.67,662.06,0.95
francs,W,6,"['Ġf', 'r', 'anc', 's']",3,0.33,787.58,0.52
frank,W,5,"['Ġf', 'rank']",1,0.6,606.27,0.97
franked,W,7,"['Ġf', 'rank', 'ed']",2,0.57,671.65,0.66
franker,W,7,"['Ġf', 'rank', 'er']",2,0.57,880.0,0.48
frankest,W,8,"['Ġf', 'rank', 'est']",2,0.62,748.17,0.76
franking,W,8,"['Ġf', 'rank', 'ing']",2,0.62,703.79,0.48
franklin,W,8,"['Ġf', 'rank', 'lin']",2,0.62,731.43,0.66
franklins,W,9,"['Ġf', 'rank', 'l', 'ins']",3,0.56,863.19,0.42
frankly,W,7,"['Ġf', 'rank', 'ly']",2,0.57,564.58,0.97
frankness,W,9,"['Ġf', 'rank', 'ness']",2,0.67,693.58,0.84
franks,W,6,"['Ġf', 'ran', 'ks']",2,0.5,622.77,0.74
frantic,W,7,"['Ġf', 'rant', 'ic']",2,0.57,584.0,0.92
frappé,W,6,"['Ġfra', 'pp', 'e', 'Ìģ']",3,0.33,794.45,0.57
frau,W,4,"['Ġfra', 'u']",1,0.5,793.75,0.32
fraud,W,5,['Ġfraud'],0,0.8,586.48,1.0
frauds,W,6,"['Ġfraud', 's']",1,0.67,689.0,0.95
fraught,W,7,"['Ġfra', 'ught']",1,0.71,659.17,0.76
fraulein,W,8,"['Ġfra', 'ule', 'in']",2,0.62,782.11,0.22
fray,W,4,"['Ġf', 'ray']",1,0.5,589.72,0.9
frayed,W,6,"['Ġf', 'ray', 'ed']",2,0.5,644.38,1.0
fraying,W,7,"['Ġf', 'ray', 'ing']",2,0.57,657.04,0.76
frays,W,5,"['Ġf', 'rays']",1,0.6,605.19,0.84
frazzle,W,7,"['Ġfra', 'zz', 'le']",2,0.57,622.18,0.72
freak,W,5,"['Ġfre', 'ak']",1,0.6,537.54,0.97
freaked,W,7,"['Ġfre', 'aked']",1,0.71,594.73,0.97
freaking,W,8,"['Ġfre', 'aking']",1,0.75,584.53,0.98
freakish,W,8,"['Ġfre', 'ak', 'ish']",2,0.62,649.3,0.97
freaks,W,6,"['Ġfre', 'aks']",1,0.67,565.57,0.97
freaky,W,6,"['Ġfre', 'ak', 'y']",2,0.5,524.92,1.0
freckle,W,7,"['Ġfre', 'ck', 'le']",2,0.57,581.0,0.92
freckled,W,8,"['Ġfre', 'ck', 'led']",2,0.62,645.19,0.98
freckles,W,8,"['Ġfre', 'ck', 'les']",2,0.62,629.57,0.97
free,W,4,['Ġfree'],0,0.75,495.46,0.97
freebie,W,7,"['Ġfree', 'b', 'ie']",2,0.57,639.12,0.85
freebies,W,8,"['Ġfree', 'b', 'ies']",2,0.62,755.33,0.97
freeboard,W,9,"['Ġfree', 'board']",1,0.78,619.78,0.26
freeborn,W,8,"['Ġfree', 'born']",1,0.75,753.18,0.63
freed,W,5,['Ġfreed'],0,0.8,634.94,0.92
freedman,W,8,"['Ġfreed', 'man']",1,0.75,628.38,0.22
freedmen,W,8,"['Ġfreed', 'men']",1,0.75,743.92,0.37
freedom,W,7,['Ġfreedom'],0,0.86,502.59,1.0
freedoms,W,8,"['Ġfreed', 'oms']",1,0.75,556.83,0.9
freehand,W,8,"['Ġfree', 'hand']",1,0.75,644.46,0.95
freehold,W,8,"['Ġfree', 'hold']",1,0.75,651.97,0.92
freeholds,W,9,"['Ġfree', 'hold', 's']",2,0.67,715.45,0.79
freeing,W,7,"['Ġfree', 'ing']",1,0.71,847.27,0.89
freelance,W,9,"['Ġfre', 'el', 'ance']",2,0.67,579.13,1.0
freelanced,W,10,"['Ġfre', 'el', 'anced']",2,0.7,651.76,0.98
freely,W,6,['Ġfreely'],0,0.83,607.54,0.95
freeman,W,7,"['Ġfre', 'eman']",1,0.71,675.7,0.88
freemen,W,7,"['Ġfre', 'emen']",1,0.71,664.29,0.68
freepost,W,8,"['Ġfre', 'ep', 'ost']",2,0.62,621.04,0.82
freer,W,5,"['Ġfre', 'er']",1,0.6,785.62,0.37
frees,W,5,"['Ġfre', 'es']",1,0.6,638.3,0.57
freese,W,6,"['Ġfre', 'ese']",1,0.67,1103.5,0.05
freesia,W,7,"['Ġfre', 'es', 'ia']",2,0.57,977.0,0.21
freesias,W,8,"['Ġfre', 'es', 'ias']",2,0.62,724.27,0.3
freest,W,6,"['Ġfre', 'est']",1,0.67,558.67,0.1
freestone,W,9,"['Ġfre', 'est', 'one']",2,0.67,653.8,0.26
freestyle,W,9,"['Ġfre', 'est', 'yle']",2,0.67,596.18,0.98
freeway,W,7,"['Ġfre', 'ew', 'ay']",2,0.57,607.37,0.95
freeways,W,8,"['Ġfre', 'ew', 'ays']",2,0.62,633.43,0.92
freewheel,W,9,"['Ġfre', 'ew', 'heel']",2,0.67,852.28,0.68
freewheeled,W,11,"['Ġfre', 'ew', 'heel', 'ed']",3,0.64,908.68,0.58
freewheels,W,10,"['Ġfre', 'ew', 'he', 'els']",3,0.6,760.46,0.42
freewill,W,8,"['Ġfre', 'ew', 'ill']",2,0.62,629.86,1.0
freeze,W,6,"['Ġfree', 'ze']",1,0.67,518.63,1.0
freezer,W,7,"['Ġfree', 'zer']",1,0.71,568.9,1.0
freezers,W,8,"['Ġfree', 'z', 'ers']",2,0.62,558.28,1.0
freezes,W,7,"['Ġfree', 'z', 'es']",2,0.57,561.15,0.98
freezing,W,8,['Ġfreezing'],0,0.88,534.61,0.95
freight,W,7,"['Ġfre', 'ight']",1,0.71,620.33,0.9
freighted,W,9,"['Ġfre', 'ight', 'ed']",2,0.67,863.3,0.53
freighter,W,9,"['Ġfre', 'ighter']",1,0.78,696.26,0.68
freighters,W,10,"['Ġfre', 'igh', 'ters']",2,0.7,754.63,0.7
freighting,W,10,"['Ġfre', 'ighting']",1,0.8,817.71,0.72
freights,W,8,"['Ġfre', 'ights']",1,0.75,626.97,0.88
french,W,6,"['Ġf', 'rench']",1,0.67,604.59,1.0
frenchman,W,9,"['Ġf', 'rench', 'man']",2,0.67,714.9,0.84
frenchmen,W,9,"['Ġf', 'rench', 'men']",2,0.67,652.5,0.87
frenzied,W,8,"['Ġf', 'ren', 'z', 'ied']",3,0.5,674.82,0.9
frenzy,W,6,"['Ġf', 'ren', 'zy']",2,0.5,664.26,0.95
frequent,W,8,['Ġfrequent'],0,0.88,574.68,1.0
frequents,W,9,"['Ġfrequ', 'ents']",1,0.78,573.74,0.92
fresco,W,6,"['Ġf', 'res', 'co']",2,0.5,710.14,0.79
frescoed,W,8,"['Ġf', 'res', 'co', 'ed']",3,0.5,945.36,0.32
frescoes,W,8,"['Ġf', 'res', 'c', 'oes']",3,0.5,770.29,0.47
frescos,W,7,"['Ġf', 'res', 'c', 'os']",3,0.43,728.84,0.66
fresh,W,5,['Ġfresh'],0,0.8,505.76,0.97
freshen,W,7,"['Ġf', 'res', 'hen']",2,0.57,683.58,0.95
freshened,W,9,"['Ġf', 'res', 'hen', 'ed']",3,0.56,615.41,0.92
fresher,W,7,"['Ġf', 'res', 'her']",2,0.57,555.53,0.95
freshers,W,8,"['Ġf', 'res', 'hers']",2,0.62,602.3,0.97
freshest,W,8,"['Ġf', 'res', 'hest']",2,0.62,724.15,0.71
freshly,W,7,"['Ġfresh', 'ly']",1,0.71,568.0,1.0
freshman,W,8,"['Ġfresh', 'man']",1,0.75,667.97,0.9
freshmen,W,8,"['Ġfresh', 'men']",1,0.75,622.06,0.95
freshness,W,9,"['Ġfresh', 'ness']",1,0.78,591.76,0.98
fret,W,4,"['Ġf', 'ret']",1,0.5,687.0,0.78
fretful,W,7,"['Ġf', 'ret', 'ful']",2,0.57,730.52,0.68
frets,W,5,"['Ġfre', 'ts']",1,0.6,685.45,0.76
fretsaw,W,7,"['Ġfre', 'ts', 'aw']",2,0.57,670.5,0.15
fretted,W,7,"['Ġfre', 'tt', 'ed']",2,0.57,704.28,0.79
fretting,W,8,"['Ġf', 'ret', 'ting']",2,0.62,696.16,0.87
fretwork,W,8,"['Ġf', 'ret', 'work']",2,0.62,841.0,0.16
freud,W,5,"['Ġfre', 'ud']",1,0.6,623.0,0.87
freudian,W,8,"['Ġfre', 'ud', 'ian']",2,0.62,836.74,0.87
friar,W,5,"['Ġfri', 'ar']",1,0.6,651.81,0.68
friars,W,6,"['Ġfri', 'ars']",1,0.67,658.03,0.82
friction,W,8,"['Ġf', 'rict', 'ion']",2,0.62,620.75,1.0
frictions,W,9,"['Ġf', 'rict', 'ions']",2,0.67,661.53,0.97
friday,W,6,"['Ġf', 'rid', 'ay']",2,0.5,546.67,0.97
fridays,W,7,"['Ġf', 'rid', 'ays']",2,0.57,551.79,1.0
fridge,W,6,"['Ġf', 'ridge']",1,0.67,543.3,0.97
fridges,W,7,"['Ġf', 'rid', 'ges']",2,0.57,579.02,1.0
fried,W,5,"['Ġfri', 'ed']",1,0.6,531.97,0.97
friend,W,6,['Ġfriend'],0,0.83,519.51,0.97
friendless,W,10,"['Ġfriend', 'less']",1,0.8,671.78,0.98
friendlier,W,10,"['Ġfriend', 'l', 'ier']",2,0.7,645.11,1.0
friendlies,W,10,"['Ġfriend', 'lies']",1,0.8,764.5,0.66
friendly,W,8,['Ġfriendly'],0,0.88,523.02,1.0
friends,W,7,['Ġfriends'],0,0.86,505.9,1.0
friendship,W,10,['Ġfriendship'],0,0.9,560.15,1.0
friendships,W,11,"['Ġfriends', 'hips']",1,0.82,555.0,1.0
fries,W,5,"['Ġf', 'ries']",1,0.6,586.61,1.0
frieze,W,6,"['Ġfri', 'e', 'ze']",2,0.5,596.67,0.15
friezes,W,7,"['Ġfri', 'ez', 'es']",2,0.57,684.5,0.15
frigate,W,7,"['Ġf', 'rig', 'ate']",2,0.57,750.0,0.42
frigates,W,8,"['Ġf', 'rig', 'ates']",2,0.62,670.53,0.5
frigging,W,8,"['Ġf', 'rig', 'ging']",2,0.62,791.83,0.61
fright,W,6,['Ġfright'],0,0.83,634.18,1.0
frighten,W,8,"['Ġfright', 'en']",1,0.75,605.05,1.0
frightened,W,10,"['Ġfright', 'ened']",1,0.8,579.08,1.0
frightening,W,11,"['Ġfright', 'ening']",1,0.82,614.24,1.0
frightens,W,9,"['Ġfright', 'ens']",1,0.78,582.51,0.98
frightful,W,9,"['Ġfright', 'ful']",1,0.78,614.47,0.95
frightfully,W,11,"['Ġfright', 'fully']",1,0.82,683.68,0.92
frights,W,7,"['Ġfright', 's']",1,0.71,654.0,0.9
frigid,W,6,"['Ġf', 'rig', 'id']",2,0.5,657.11,0.92
frill,W,5,"['Ġf', 'r', 'ill']",2,0.4,560.23,0.84
frilled,W,7,"['Ġf', 'r', 'illed']",2,0.57,620.5,0.66
frills,W,6,"['Ġf', 'r', 'ills']",2,0.5,574.26,0.89
frilly,W,6,"['Ġf', 'r', 'il', 'ly']",3,0.33,636.9,0.82
fringe,W,6,"['Ġf', 'ring', 'e']",2,0.5,561.12,1.0
fringed,W,7,"['Ġf', 'ring', 'ed']",2,0.57,601.12,0.92
fringes,W,7,"['Ġf', 'ring', 'es']",2,0.57,639.0,1.0
fringing,W,8,"['Ġf', 'ring', 'ing']",2,0.62,722.7,0.74
frisbee,W,7,"['Ġf', 'ris', 'b', 'ee']",3,0.43,690.32,0.92
frisbees,W,8,"['Ġf', 'ris', 'be', 'es']",3,0.5,666.09,0.85
frisian,W,7,"['Ġf', 'ris', 'ian']",2,0.57,883.33,0.15
frisians,W,8,"['Ġf', 'ris', 'ians']",2,0.62,798.5,0.16
frisk,W,5,"['Ġf', 'risk']",1,0.6,681.0,0.89
frisked,W,7,"['Ġf', 'risk', 'ed']",2,0.57,658.29,0.88
frisking,W,8,"['Ġf', 'ris', 'king']",2,0.62,749.34,0.92
frisks,W,6,"['Ġf', 'ris', 'ks']",2,0.5,693.52,0.78
frisky,W,6,"['Ġf', 'ris', 'ky']",2,0.5,596.08,0.92
frisson,W,7,"['Ġf', 'r', 'iss', 'on']",3,0.43,511.25,0.2
frissons,W,8,"['Ġf', 'r', 'iss', 'ons']",3,0.5,695.17,0.18
fritter,W,7,"['Ġf', 'rit', 'ter']",2,0.57,757.26,0.62
fritters,W,8,"['Ġf', 'rit', 'ters']",2,0.62,733.26,0.72
frizz,W,5,"['Ġfri', 'zz']",1,0.6,644.69,0.82
frizzed,W,7,"['Ġfri', 'zz', 'ed']",2,0.57,747.0,0.68
frizzled,W,8,"['Ġfri', 'zz', 'led']",2,0.62,664.67,0.78
frizzy,W,6,"['Ġfri', 'zz', 'y']",2,0.5,667.49,0.97
fro,W,3,['Ġfro'],0,0.67,692.78,0.48
frock,W,5,"['Ġfro', 'ck']",1,0.6,634.24,0.89
frocks,W,6,"['Ġfro', 'cks']",1,0.67,644.21,0.85
frog,W,4,['Ġfrog'],0,0.75,533.21,1.0
frogged,W,7,"['Ġfro', 'gged']",1,0.71,631.76,0.55
froggies,W,8,"['Ġfro', 'gg', 'ies']",2,0.62,735.4,0.39
froggy,W,6,"['Ġfro', 'gg', 'y']",2,0.5,666.4,0.52
frogman,W,7,"['Ġfrog', 'man']",1,0.71,595.21,0.5
frogmarch,W,9,"['Ġfrog', 'm', 'arch']",2,0.67,771.15,0.55
frogmarched,W,11,"['Ġfrog', 'm', 'arc', 'hed']",3,0.64,741.83,0.5
frogmen,W,7,"['Ġfrog', 'men']",1,0.71,665.0,0.45
frogs,W,5,"['Ġfrog', 's']",1,0.6,535.74,1.0
frogspawn,W,9,"['Ġfrog', 'sp', 'awn']",2,0.67,713.63,0.75
frolic,W,6,"['Ġfro', 'lic']",1,0.67,597.56,0.84
frolicked,W,9,"['Ġfro', 'lick', 'ed']",2,0.67,742.03,0.84
frolics,W,7,"['Ġfro', 'lic', 's']",2,0.57,680.97,0.85
from,W,4,['Ġfrom'],0,0.75,598.24,0.89
frond,W,5,"['Ġf', 'r', 'ond']",2,0.4,695.11,0.24
fronds,W,6,"['Ġf', 'r', 'onds']",2,0.5,599.0,0.02
front,W,5,['Ġfront'],0,0.8,520.69,1.0
frontage,W,8,"['Ġfront', 'age']",1,0.75,671.96,0.63
frontal,W,7,"['Ġfront', 'al']",1,0.71,685.14,0.92
frontbench,W,10,"['Ġfront', 'b', 'en', 'ch']",3,0.6,714.43,0.55
fronted,W,7,"['Ġfront', 'ed']",1,0.71,601.86,0.97
frontier,W,8,"['Ġfront', 'ier']",1,0.75,654.5,0.95
frontiers,W,9,"['Ġfront', 'iers']",1,0.78,635.45,1.0
fronting,W,8,"['Ġfront', 'ing']",1,0.75,658.6,0.88
fronts,W,6,"['Ġfront', 's']",1,0.67,606.89,0.92
frost,W,5,"['Ġf', 'rost']",1,0.6,533.89,1.0
frostbite,W,9,"['Ġf', 'rost', 'b', 'ite']",3,0.56,672.23,0.92
frosted,W,7,"['Ġf', 'rost', 'ed']",2,0.57,628.34,1.0
frosting,W,8,"['Ġf', 'rost', 'ing']",2,0.62,590.72,0.95
frosts,W,6,"['Ġf', 'rost', 's']",2,0.5,614.11,0.95
frosty,W,6,"['Ġf', 'rost', 'y']",2,0.5,607.38,0.98
froth,W,5,"['Ġfro', 'th']",1,0.6,667.82,0.88
frothed,W,7,"['Ġf', 'rot', 'hed']",2,0.57,717.96,0.68
frothing,W,8,"['Ġfro', 'thing']",1,0.75,673.33,0.85
froths,W,6,"['Ġfro', 'ths']",1,0.67,648.52,0.78
frothy,W,6,"['Ġfro', 'th', 'y']",2,0.5,747.43,0.92
frown,W,5,"['Ġf', 'rown']",1,0.6,574.15,0.89
frowned,W,7,"['Ġf', 'rown', 'ed']",2,0.57,555.68,0.97
frowning,W,8,"['Ġf', 'rown', 'ing']",2,0.62,568.89,0.98
frowns,W,6,"['Ġf', 'rown', 's']",2,0.5,591.25,0.9
frowst,W,6,"['Ġf', 'row', 'st']",2,0.5,,0.0
frowsts,W,7,"['Ġf', 'row', 'sts']",2,0.57,,0.0
frowsty,W,7,"['Ġf', 'row', 'st', 'y']",3,0.43,359.0,0.03
froze,W,5,"['Ġfro', 'ze']",1,0.6,590.63,0.95
frozen,W,6,['Ġfrozen'],0,0.83,527.92,1.0
frugal,W,6,"['Ġf', 'rug', 'al']",2,0.5,706.32,0.63
fruit,W,5,['Ġfruit'],0,0.8,522.66,0.98
fruitcake,W,9,"['Ġfruit', 'c', 'ake']",2,0.67,571.64,1.0
fruited,W,7,"['Ġfru', 'ited']",1,0.71,558.43,0.76
fruitful,W,8,"['Ġfruit', 'ful']",1,0.75,615.03,1.0
fruitier,W,8,"['Ġfruit', 'ier']",1,0.75,682.94,0.95
fruiting,W,8,"['Ġfru', 'iting']",1,0.75,657.16,0.68
fruitless,W,9,"['Ġfruit', 'less']",1,0.78,633.92,1.0
fruits,W,6,['Ġfruits'],0,0.83,531.65,0.97
fruity,W,6,"['Ġfru', 'ity']",1,0.67,571.78,1.0
frump,W,5,"['Ġf', 'r', 'ump']",2,0.4,814.18,0.55
frumpish,W,8,"['Ġf', 'r', 'ump', 'ish']",3,0.5,677.25,0.24
frumps,W,6,"['Ġf', 'r', 'umps']",2,0.5,701.55,0.29
frumpy,W,6,"['Ġf', 'r', 'ump', 'y']",3,0.33,694.97,0.75
frustrate,W,9,"['Ġfrust', 'rate']",1,0.78,616.25,0.97
frustrates,W,10,"['Ġfrust', 'rates']",1,0.8,661.71,1.0
fry,W,3,"['Ġf', 'ry']",1,0.33,516.23,0.98
fryer,W,5,"['Ġf', 'ry', 'er']",2,0.4,692.67,0.82
fryers,W,6,"['Ġf', 'ry', 'ers']",2,0.5,677.52,0.7
frying,W,6,"['Ġf', 'rying']",1,0.67,598.52,1.0
fuchs,W,5,"['Ġf', 'uch', 's']",2,0.4,,0.0
fuchsia,W,7,"['Ġf', 'uch', 's', 'ia']",3,0.43,683.23,0.65
fuchsias,W,8,"['Ġf', 'uch', 's', 'ias']",3,0.5,767.63,0.53
fuck,W,4,"['Ġf', 'uck']",1,0.5,547.61,0.95
fucked,W,6,"['Ġf', 'uck', 'ed']",2,0.5,602.11,0.98
fucker,W,6,"['Ġf', 'uck', 'er']",2,0.5,668.5,0.88
fuckers,W,7,"['Ġf', 'uck', 'ers']",2,0.57,607.59,0.88
fucking,W,7,"['Ġf', 'uck', 'ing']",2,0.57,635.16,0.95
fucks,W,5,"['Ġf', 'ucks']",1,0.6,738.21,0.92
fuddle,W,6,"['Ġf', 'udd', 'le']",2,0.5,627.33,0.35
fuddled,W,7,"['Ġf', 'udd', 'led']",2,0.57,765.83,0.34
fudge,W,5,"['Ġf', 'ud', 'ge']",2,0.4,574.89,1.0
fudged,W,6,"['Ġf', 'ud', 'ged']",2,0.5,643.71,0.92
fudging,W,7,"['Ġf', 'ud', 'ging']",2,0.57,690.93,0.68
fuel,W,4,['Ġfuel'],0,0.75,523.14,1.0
fuelled,W,7,"['Ġfu', 'elled']",1,0.71,596.23,0.98
fuelling,W,8,"['Ġfu', 'elling']",1,0.75,596.97,0.88
fuels,W,5,['Ġfuels'],0,0.8,527.52,1.0
fug,W,3,"['Ġf', 'ug']",1,0.33,703.67,0.08
fugs,W,4,"['Ġf', 'ugs']",1,0.5,601.67,0.08
fugue,W,5,"['Ġf', 'ug', 'ue']",2,0.4,660.91,0.3
fugues,W,6,"['Ġf', 'ug', 'ues']",2,0.5,712.86,0.22
führer,W,6,"['Ġfu', 'ÌĪ', 'h', 're', 'r']",4,0.17,845.09,0.35
fulcrum,W,7,"['Ġful', 'c', 'rum']",2,0.57,729.23,0.37
fulfil,W,6,"['Ġfulf', 'il']",1,0.67,704.89,0.82
fulfilled,W,9,"['Ġfulf', 'illed']",1,0.78,712.11,0.92
fulfils,W,7,"['Ġfulf', 'ils']",1,0.71,768.5,0.7
full,W,4,['Ġfull'],0,0.75,541.22,0.92
fullback,W,8,"['Ġfull', 'back']",1,0.75,737.36,0.61
fullbacks,W,9,"['Ġfull', 'back', 's']",2,0.67,671.0,0.48
fulled,W,6,"['Ġful', 'led']",1,0.67,722.96,0.6
fuller,W,6,"['Ġfull', 'er']",1,0.67,616.17,0.9
fullers,W,7,"['Ġfull', 'ers']",1,0.71,697.35,0.55
fullest,W,7,"['Ġfull', 'est']",1,0.71,611.29,0.88
fulling,W,7,"['Ġfull', 'ing']",1,0.71,632.2,0.38
fullness,W,8,"['Ġfull', 'ness']",1,0.75,604.49,0.9
fulls,W,5,"['Ġfull', 's']",1,0.6,556.88,0.4
fully,W,5,['Ġfully'],0,0.8,557.24,0.92
fulmar,W,6,"['Ġful', 'mar']",1,0.67,906.0,0.05
fulmars,W,7,"['Ġful', 'm', 'ars']",2,0.57,553.0,0.03
fulsome,W,7,"['Ġful', 's', 'ome']",2,0.57,707.67,0.18
fumble,W,6,"['Ġf', 'um', 'ble']",2,0.5,699.82,0.92
fumbled,W,7,"['Ġf', 'umb', 'led']",2,0.57,670.53,0.95
fumbles,W,7,"['Ġf', 'umb', 'les']",2,0.57,751.32,0.88
fumbling,W,8,"['Ġf', 'umb', 'ling']",2,0.62,687.37,0.84
fume,W,4,"['Ġf', 'ume']",1,0.5,564.28,0.98
fumed,W,5,"['Ġf', 'um', 'ed']",2,0.4,620.81,0.9
fumes,W,5,"['Ġf', 'umes']",1,0.6,587.84,0.95
fuming,W,6,"['Ġf', 'um', 'ing']",2,0.5,689.87,0.82
fun,W,3,['Ġfun'],0,0.67,499.45,0.98
function,W,8,['Ġfunction'],0,0.88,571.36,0.98
functioned,W,10,"['Ġfunction', 'ed']",1,0.8,599.87,1.0
functions,W,9,['Ġfunctions'],0,0.89,559.41,1.0
fund,W,4,['Ġfund'],0,0.75,561.0,0.95
funded,W,6,['Ġfunded'],0,0.83,612.38,1.0
funding,W,7,['Ġfunding'],0,0.86,600.68,0.98
funds,W,5,['Ġfunds'],0,0.8,546.35,0.89
funfair,W,7,"['Ġfun', 'f', 'air']",2,0.57,641.58,0.98
funfairs,W,8,"['Ġfun', 'f', 'airs']",2,0.62,652.82,0.85
fungal,W,6,"['Ġfung', 'al']",1,0.67,713.52,0.78
fungi,W,5,"['Ġfung', 'i']",1,0.6,672.61,0.87
fungoid,W,7,"['Ġfung', 'oid']",1,0.71,696.0,0.05
fungus,W,6,"['Ġfung', 'us']",1,0.67,627.14,0.92
funk,W,4,"['Ġfun', 'k']",1,0.5,648.04,0.82
funked,W,6,"['Ġfun', 'k', 'ed']",2,0.5,738.09,0.57
funkier,W,7,"['Ġfun', 'k', 'ier']",2,0.57,710.26,0.89
funking,W,7,"['Ġfun', 'king']",1,0.71,678.2,0.3
funks,W,5,"['Ġfun', 'ks']",1,0.6,668.13,0.42
funky,W,5,"['Ġfun', 'ky']",1,0.6,635.44,0.9
funnel,W,6,"['Ġfun', 'nel']",1,0.67,555.42,0.98
funnelled,W,9,"['Ġfun', 'n', 'elled']",2,0.67,722.47,0.87
funnels,W,7,"['Ġfun', 'n', 'els']",2,0.57,606.43,0.92
funnier,W,7,"['Ġfun', 'n', 'ier']",2,0.57,548.5,0.98
funnies,W,7,"['Ġfun', 'n', 'ies']",2,0.57,611.17,0.8
funny,W,5,"['Ġfun', 'ny']",1,0.6,530.58,1.0
fur,W,3,['Ġfur'],0,0.67,547.76,0.97
furbished,W,9,"['Ġf', 'urb', 'ished']",2,0.67,671.66,0.72
furies,W,6,"['Ġfur', 'ies']",1,0.67,707.86,0.72
furious,W,7,"['Ġfur', 'ious']",1,0.71,544.55,0.95
furl,W,4,"['Ġfur', 'l']",1,0.5,680.86,0.38
furled,W,6,"['Ġfur', 'led']",1,0.67,756.0,0.47
furling,W,7,"['Ġfur', 'ling']",1,0.71,731.96,0.57
furlong,W,7,"['Ġfur', 'long']",1,0.71,683.75,0.74
furlongs,W,8,"['Ġfur', 'long', 's']",2,0.62,765.27,0.71
furlough,W,8,"['Ġfur', 'l', 'ough']",2,0.62,655.57,0.18
furloughs,W,9,"['Ġfur', 'l', 'ough', 's']",3,0.56,773.83,0.16
furls,W,5,"['Ġfur', 'ls']",1,0.6,705.5,0.32
furnace,W,7,"['Ġfurn', 'ace']",1,0.71,631.0,1.0
furnish,W,7,"['Ġfurn', 'ish']",1,0.71,601.55,0.95
furnished,W,9,"['Ġfurn', 'ished']",1,0.78,627.5,0.98
furor,W,5,"['Ġfur', 'or']",1,0.6,856.7,0.26
furred,W,6,"['Ġfur', 'red']",1,0.67,675.41,0.5
furrier,W,7,"['Ġfur', 'rier']",1,0.71,695.15,0.58
furriers,W,8,"['Ġfur', 'riers']",1,0.75,626.36,0.37
furring,W,7,"['Ġfur', 'ring']",1,0.71,764.0,0.38
furrow,W,6,"['Ġfur', 'row']",1,0.67,637.85,0.89
furrowed,W,8,"['Ġfur', 'row', 'ed']",2,0.62,685.84,0.87
furrows,W,7,"['Ġfur', 'rows']",1,0.71,659.73,0.75
furry,W,5,"['Ġfur', 'ry']",1,0.6,588.58,0.89
furs,W,4,"['Ġf', 'urs']",1,0.5,665.12,0.68
further,W,7,['Ġfurther'],0,0.86,608.41,0.98
furthered,W,9,"['Ġfur', 'the', 'red']",2,0.67,792.09,0.9
furthers,W,8,"['Ġfurther', 's']",1,0.75,674.43,0.9
furthest,W,8,"['Ġfur', 'the', 'st']",2,0.62,716.55,0.95
furtive,W,7,"['Ġf', 'urt', 'ive']",2,0.57,653.52,0.68
fury,W,4,"['Ġf', 'ury']",1,0.5,570.82,1.0
furze,W,5,"['Ġfur', 'ze']",1,0.6,693.0,0.08
fuse,W,4,"['Ġf', 'use']",1,0.5,570.24,0.95
fused,W,5,"['Ġf', 'used']",1,0.6,621.91,0.92
fuses,W,5,"['Ġf', 'uses']",1,0.6,580.97,0.95
fusil,W,5,"['Ġf', 'us', 'il']",2,0.4,640.0,0.13
fusing,W,6,"['Ġf', 'using']",1,0.67,682.63,0.9
fusion,W,6,"['Ġf', 'usion']",1,0.67,554.08,1.0
fusions,W,7,"['Ġf', 'us', 'ions']",2,0.57,598.69,1.0
